"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",10
"7",11
"8",12
"9",13
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",40
"33",41
"34",42
"35",43
"36",45
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",73
"63",74
"64",75
"65",76
"66",77
"67",78
"68",80
"69",81
"70",82
"71",84
"72",85
"73",86
"74",87
"75",89
"76",91
"77",92
"78",94
"79",95
"80",97
"81",98
"82",99
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",107
"90",108
"91",109
"92",111
"93",112
"94",114
"95",115
"96",116
"97",117
"98",118
"99",121
"100",124
"101",125
"102",126
"103",128
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",143
"116",144
"117",147
"118",148
"119",149
"120",150
"121",151
"122",153
"123",154
"124",155
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",162
"132",163
"133",165
"134",166
"135",167
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",175
"143",177
"144",179
"145",180
"146",181
"147",182
"148",183
"149",184
"150",185
"151",186
"152",187
"153",188
"154",189
"155",190
"156",192
"157",193
"158",194
"159",196
"160",197
"161",198
"162",199
"163",200
"164",201
"165",202
"166",203
"167",205
"168",206
"169",207
"170",208
"171",209
"172",210
"173",211
"174",212
"175",213
"176",214
"177",215
"178",216
"179",217
"180",218
"181",220
"182",221
"183",222
"184",223
"185",225
"186",226
"187",227
"188",230
"189",231
"190",232
"191",234
"192",235
"193",236
"194",237
"195",238
"196",239
"197",240
"198",241
"199",243
"200",246
"201",248
"202",249
"203",250
"204",251
"205",252
"206",253
"207",254
"208",255
"209",257
"210",259
"211",260
"212",261
"213",262
"214",264
"215",266
"216",267
"217",268
"218",269
"219",270
"220",271
"221",273
"222",277
"223",278
"224",279
"225",280
