"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",10
"9",12
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",21
"17",22
"18",23
"19",24
"20",25
"21",28
"22",29
"23",30
"24",31
"25",32
"26",33
"27",34
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",48
"41",49
"42",50
"43",51
"44",53
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",72
"61",74
"62",75
"63",76
"64",77
"65",79
"66",80
"67",82
"68",83
"69",84
"70",85
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",94
"79",95
"80",96
"81",98
"82",102
"83",103
"84",105
"85",107
"86",108
"87",109
"88",110
"89",112
"90",113
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",122
"100",123
"101",124
"102",126
"103",127
"104",128
"105",129
"106",130
"107",131
"108",132
"109",133
"110",135
"111",136
"112",137
"113",138
"114",139
"115",140
"116",141
"117",142
"118",143
"119",144
"120",145
"121",146
"122",147
"123",148
"124",149
"125",150
"126",151
"127",152
"128",153
"129",155
"130",156
"131",158
"132",159
"133",160
"134",161
"135",162
"136",163
"137",164
"138",165
"139",166
"140",167
"141",168
"142",169
"143",170
"144",171
"145",172
"146",173
"147",174
"148",175
"149",176
"150",177
"151",178
"152",179
"153",180
"154",181
"155",182
"156",183
"157",185
"158",186
"159",187
"160",188
"161",191
"162",192
"163",193
"164",194
"165",195
"166",196
"167",197
"168",198
"169",201
"170",202
"171",204
"172",205
"173",207
"174",208
"175",210
"176",213
"177",214
"178",215
"179",216
"180",217
"181",220
"182",223
"183",224
"184",225
"185",227
"186",228
"187",229
"188",230
"189",232
"190",234
"191",236
"192",237
"193",238
"194",239
"195",240
"196",241
"197",242
"198",243
"199",244
"200",245
"201",246
"202",247
"203",248
"204",252
"205",255
"206",256
"207",257
"208",258
"209",261
"210",263
"211",264
"212",265
"213",266
"214",267
"215",268
"216",269
"217",270
"218",271
"219",272
"220",273
"221",274
"222",276
"223",278
"224",279
"225",280
