"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",12
"12",13
"13",14
"14",15
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",24
"23",26
"24",27
"25",29
"26",30
"27",31
"28",33
"29",34
"30",36
"31",37
"32",38
"33",41
"34",42
"35",43
"36",44
"37",45
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",59
"49",65
"50",66
"51",68
"52",69
"53",70
"54",71
"55",72
"56",73
"57",74
"58",75
"59",76
"60",78
"61",79
"62",80
"63",81
"64",83
"65",84
"66",85
"67",86
"68",87
"69",88
"70",89
"71",91
"72",92
"73",93
"74",94
"75",96
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",113
"92",114
"93",115
"94",118
"95",119
"96",120
"97",121
"98",122
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",152
"125",154
"126",155
"127",156
"128",157
"129",158
"130",159
"131",160
"132",161
"133",162
"134",163
"135",164
"136",165
"137",167
"138",168
"139",169
"140",170
"141",171
"142",172
"143",173
"144",174
"145",175
"146",176
"147",177
"148",178
"149",179
"150",180
"151",182
"152",183
"153",184
"154",185
"155",186
"156",187
"157",188
"158",189
"159",190
"160",191
"161",192
"162",193
"163",194
"164",195
"165",198
"166",199
"167",200
"168",201
"169",202
"170",204
"171",205
"172",206
"173",207
"174",208
"175",209
"176",211
"177",212
"178",213
"179",215
"180",216
"181",217
"182",218
"183",220
"184",222
"185",223
"186",224
"187",225
"188",226
"189",227
"190",228
"191",229
"192",230
"193",231
"194",232
"195",235
"196",236
"197",237
"198",238
"199",239
"200",240
"201",241
"202",243
"203",245
"204",246
"205",249
"206",250
"207",252
"208",253
"209",254
"210",255
"211",256
"212",257
"213",260
"214",261
"215",262
"216",263
"217",264
"218",265
"219",266
"220",267
"221",268
"222",271
"223",272
"224",273
"225",275
