"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",27
"23",28
"24",29
"25",30
"26",31
"27",33
"28",34
"29",35
"30",37
"31",38
"32",40
"33",41
"34",42
"35",43
"36",44
"37",46
"38",47
"39",48
"40",49
"41",50
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",59
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",83
"69",84
"70",88
"71",89
"72",90
"73",91
"74",94
"75",95
"76",96
"77",100
"78",101
"79",102
"80",104
"81",105
"82",106
"83",107
"84",108
"85",111
"86",112
"87",113
"88",114
"89",116
"90",117
"91",118
"92",119
"93",121
"94",122
"95",123
"96",124
"97",125
"98",126
"99",127
"100",128
"101",129
"102",131
"103",133
"104",134
"105",135
"106",136
"107",137
"108",138
"109",139
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",148
"119",149
"120",150
"121",151
"122",153
"123",154
"124",155
"125",156
"126",157
"127",158
"128",159
"129",160
"130",161
"131",162
"132",163
"133",164
"134",165
"135",166
"136",167
"137",168
"138",169
"139",170
"140",172
"141",173
"142",174
"143",175
"144",178
"145",179
"146",181
"147",183
"148",184
"149",185
"150",186
"151",187
"152",188
"153",189
"154",191
"155",192
"156",193
"157",194
"158",195
"159",198
"160",199
"161",200
"162",201
"163",203
"164",204
"165",205
"166",206
"167",207
"168",208
"169",209
"170",210
"171",211
"172",213
"173",215
"174",216
"175",217
"176",218
"177",220
"178",221
"179",222
"180",223
"181",224
"182",225
"183",227
"184",228
"185",229
"186",230
"187",231
"188",232
"189",233
"190",234
"191",235
"192",236
"193",237
"194",238
"195",239
"196",240
"197",241
"198",243
"199",244
"200",247
"201",248
"202",249
"203",250
"204",251
"205",252
"206",255
"207",256
"208",259
"209",260
"210",261
"211",262
"212",263
"213",264
"214",265
"215",266
"216",267
"217",268
"218",270
"219",271
"220",272
"221",273
"222",274
"223",277
"224",278
"225",279
