"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",11
"10",12
"11",14
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",32
"28",33
"29",35
"30",36
"31",39
"32",40
"33",41
"34",43
"35",44
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",68
"57",69
"58",71
"59",72
"60",74
"61",75
"62",76
"63",77
"64",78
"65",80
"66",82
"67",83
"68",84
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",101
"84",102
"85",104
"86",105
"87",106
"88",107
"89",111
"90",112
"91",114
"92",115
"93",117
"94",118
"95",119
"96",120
"97",121
"98",122
"99",123
"100",124
"101",126
"102",127
"103",128
"104",129
"105",130
"106",131
"107",132
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",141
"115",142
"116",143
"117",145
"118",146
"119",148
"120",150
"121",152
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",169
"136",170
"137",174
"138",175
"139",176
"140",177
"141",179
"142",180
"143",181
"144",182
"145",183
"146",184
"147",186
"148",187
"149",188
"150",189
"151",192
"152",193
"153",194
"154",195
"155",196
"156",197
"157",198
"158",199
"159",200
"160",201
"161",203
"162",204
"163",207
"164",208
"165",209
"166",210
"167",211
"168",212
"169",213
"170",214
"171",215
"172",216
"173",217
"174",219
"175",220
"176",221
"177",223
"178",224
"179",225
"180",226
"181",227
"182",228
"183",229
"184",230
"185",231
"186",232
"187",233
"188",234
"189",236
"190",238
"191",239
"192",240
"193",241
"194",242
"195",243
"196",245
"197",246
"198",247
"199",250
"200",251
"201",252
"202",254
"203",255
"204",256
"205",257
"206",258
"207",259
"208",260
"209",261
"210",262
"211",263
"212",264
"213",265
"214",266
"215",267
"216",269
"217",271
"218",272
"219",273
"220",274
"221",275
"222",276
"223",277
"224",279
"225",280
