"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",14
"13",15
"14",16
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",46
"41",47
"42",48
"43",52
"44",54
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",70
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",77
"66",78
"67",79
"68",80
"69",81
"70",82
"71",83
"72",86
"73",87
"74",88
"75",89
"76",90
"77",91
"78",92
"79",93
"80",94
"81",96
"82",97
"83",98
"84",99
"85",101
"86",102
"87",104
"88",107
"89",108
"90",109
"91",110
"92",111
"93",112
"94",113
"95",114
"96",115
"97",117
"98",118
"99",119
"100",120
"101",122
"102",123
"103",124
"104",126
"105",127
"106",128
"107",129
"108",130
"109",131
"110",132
"111",133
"112",134
"113",135
"114",136
"115",139
"116",141
"117",142
"118",143
"119",144
"120",145
"121",146
"122",148
"123",149
"124",150
"125",151
"126",153
"127",154
"128",157
"129",159
"130",160
"131",161
"132",162
"133",164
"134",165
"135",167
"136",168
"137",169
"138",170
"139",171
"140",172
"141",174
"142",176
"143",178
"144",179
"145",180
"146",181
"147",182
"148",183
"149",185
"150",186
"151",188
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",197
"159",198
"160",199
"161",201
"162",202
"163",203
"164",204
"165",205
"166",206
"167",207
"168",208
"169",209
"170",211
"171",212
"172",213
"173",214
"174",215
"175",216
"176",217
"177",218
"178",220
"179",222
"180",223
"181",225
"182",226
"183",228
"184",229
"185",230
"186",231
"187",232
"188",233
"189",234
"190",235
"191",237
"192",239
"193",240
"194",241
"195",242
"196",243
"197",245
"198",246
"199",247
"200",248
"201",249
"202",251
"203",252
"204",253
"205",254
"206",255
"207",256
"208",258
"209",259
"210",261
"211",263
"212",264
"213",265
"214",266
"215",267
"216",268
"217",269
"218",271
"219",272
"220",273
"221",274
"222",275
"223",276
"224",277
"225",279
