"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",25
"22",26
"23",27
"24",28
"25",29
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",38
"33",39
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",67
"56",68
"57",70
"58",71
"59",72
"60",73
"61",76
"62",78
"63",79
"64",80
"65",81
"66",83
"67",84
"68",86
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",96
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",114
"92",115
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",122
"100",127
"101",128
"102",130
"103",131
"104",132
"105",134
"106",135
"107",136
"108",137
"109",138
"110",139
"111",140
"112",141
"113",142
"114",143
"115",144
"116",145
"117",146
"118",147
"119",148
"120",151
"121",152
"122",153
"123",154
"124",155
"125",156
"126",157
"127",158
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",170
"136",171
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",181
"146",182
"147",183
"148",184
"149",185
"150",187
"151",188
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",198
"160",199
"161",201
"162",202
"163",203
"164",206
"165",207
"166",209
"167",210
"168",211
"169",212
"170",214
"171",216
"172",217
"173",218
"174",219
"175",220
"176",221
"177",222
"178",223
"179",224
"180",225
"181",226
"182",227
"183",228
"184",229
"185",230
"186",231
"187",232
"188",233
"189",235
"190",236
"191",237
"192",238
"193",239
"194",240
"195",241
"196",243
"197",244
"198",245
"199",246
"200",247
"201",248
"202",249
"203",251
"204",252
"205",253
"206",255
"207",256
"208",257
"209",258
"210",259
"211",262
"212",264
"213",267
"214",268
"215",269
"216",270
"217",271
"218",272
"219",273
"220",274
"221",276
"222",277
"223",278
"224",279
"225",280
