"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",24
"23",25
"24",26
"25",27
"26",28
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",40
"34",41
"35",44
"36",45
"37",46
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",60
"50",61
"51",62
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",75
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",84
"69",86
"70",87
"71",88
"72",89
"73",91
"74",92
"75",93
"76",94
"77",96
"78",98
"79",99
"80",100
"81",101
"82",103
"83",105
"84",106
"85",107
"86",108
"87",110
"88",112
"89",114
"90",115
"91",116
"92",117
"93",119
"94",120
"95",121
"96",122
"97",123
"98",124
"99",125
"100",126
"101",128
"102",129
"103",131
"104",132
"105",133
"106",134
"107",135
"108",138
"109",139
"110",143
"111",144
"112",145
"113",146
"114",147
"115",148
"116",149
"117",150
"118",151
"119",152
"120",153
"121",154
"122",155
"123",156
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",165
"132",166
"133",167
"134",168
"135",169
"136",171
"137",173
"138",174
"139",175
"140",176
"141",178
"142",179
"143",181
"144",182
"145",183
"146",186
"147",187
"148",189
"149",190
"150",191
"151",193
"152",194
"153",195
"154",196
"155",197
"156",199
"157",200
"158",202
"159",203
"160",204
"161",207
"162",208
"163",209
"164",212
"165",213
"166",214
"167",216
"168",218
"169",219
"170",220
"171",221
"172",223
"173",224
"174",226
"175",227
"176",228
"177",229
"178",230
"179",231
"180",232
"181",233
"182",235
"183",236
"184",237
"185",238
"186",239
"187",240
"188",241
"189",242
"190",243
"191",244
"192",245
"193",246
"194",247
"195",248
"196",249
"197",251
"198",252
"199",253
"200",254
"201",255
"202",256
"203",257
"204",258
"205",259
"206",260
"207",261
"208",262
"209",263
"210",264
"211",265
"212",266
"213",267
"214",268
"215",269
"216",270
"217",271
"218",272
"219",273
"220",274
"221",275
"222",277
"223",278
"224",279
"225",280
