"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",30
"27",31
"28",34
"29",35
"30",36
"31",37
"32",38
"33",40
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",49
"43",51
"44",54
"45",56
"46",58
"47",59
"48",60
"49",61
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",72
"59",73
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",84
"67",85
"68",87
"69",88
"70",89
"71",90
"72",91
"73",93
"74",94
"75",97
"76",98
"77",99
"78",100
"79",102
"80",105
"81",106
"82",107
"83",108
"84",111
"85",112
"86",114
"87",115
"88",116
"89",117
"90",118
"91",119
"92",121
"93",122
"94",124
"95",125
"96",126
"97",127
"98",128
"99",133
"100",134
"101",135
"102",136
"103",137
"104",138
"105",139
"106",140
"107",141
"108",143
"109",144
"110",145
"111",146
"112",147
"113",148
"114",150
"115",151
"116",152
"117",153
"118",154
"119",155
"120",156
"121",158
"122",159
"123",161
"124",162
"125",163
"126",164
"127",166
"128",167
"129",168
"130",169
"131",170
"132",171
"133",172
"134",173
"135",174
"136",175
"137",176
"138",177
"139",178
"140",179
"141",180
"142",181
"143",182
"144",183
"145",184
"146",186
"147",187
"148",188
"149",189
"150",190
"151",192
"152",194
"153",197
"154",198
"155",199
"156",200
"157",201
"158",203
"159",204
"160",205
"161",206
"162",207
"163",208
"164",209
"165",210
"166",214
"167",215
"168",216
"169",217
"170",218
"171",219
"172",220
"173",221
"174",222
"175",223
"176",224
"177",225
"178",226
"179",228
"180",230
"181",231
"182",232
"183",233
"184",236
"185",237
"186",238
"187",239
"188",240
"189",241
"190",242
"191",243
"192",244
"193",245
"194",246
"195",247
"196",248
"197",249
"198",250
"199",251
"200",252
"201",253
"202",254
"203",255
"204",257
"205",258
"206",259
"207",260
"208",261
"209",262
"210",263
"211",264
"212",265
"213",266
"214",267
"215",268
"216",269
"217",270
"218",271
"219",272
"220",273
"221",274
"222",276
"223",277
"224",279
"225",280
