"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",17
"14",19
"15",20
"16",21
"17",22
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",33
"27",34
"28",36
"29",37
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",61
"50",62
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",81
"69",82
"70",83
"71",85
"72",86
"73",87
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",95
"81",96
"82",97
"83",98
"84",99
"85",100
"86",101
"87",102
"88",103
"89",104
"90",105
"91",106
"92",107
"93",108
"94",109
"95",110
"96",112
"97",113
"98",114
"99",115
"100",119
"101",120
"102",121
"103",122
"104",123
"105",124
"106",126
"107",128
"108",129
"109",130
"110",131
"111",132
"112",134
"113",135
"114",136
"115",137
"116",139
"117",141
"118",142
"119",144
"120",145
"121",146
"122",147
"123",148
"124",149
"125",150
"126",151
"127",152
"128",153
"129",156
"130",157
"131",158
"132",159
"133",161
"134",163
"135",165
"136",166
"137",167
"138",168
"139",169
"140",171
"141",172
"142",173
"143",174
"144",175
"145",177
"146",178
"147",181
"148",182
"149",183
"150",184
"151",185
"152",186
"153",187
"154",188
"155",189
"156",190
"157",191
"158",192
"159",193
"160",194
"161",195
"162",196
"163",198
"164",199
"165",200
"166",201
"167",202
"168",203
"169",204
"170",206
"171",207
"172",208
"173",210
"174",211
"175",212
"176",215
"177",216
"178",217
"179",218
"180",220
"181",222
"182",223
"183",224
"184",225
"185",226
"186",227
"187",228
"188",229
"189",230
"190",231
"191",235
"192",237
"193",238
"194",239
"195",240
"196",242
"197",243
"198",244
"199",245
"200",247
"201",248
"202",250
"203",251
"204",252
"205",253
"206",254
"207",256
"208",259
"209",260
"210",261
"211",262
"212",264
"213",265
"214",266
"215",267
"216",269
"217",270
"218",271
"219",274
"220",275
"221",276
"222",277
"223",278
"224",279
"225",280
