"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",17
"17",18
"18",19
"19",20
"20",21
"21",22
"22",23
"23",30
"24",31
"25",32
"26",33
"27",35
"28",36
"29",37
"30",38
"31",39
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",57
"47",58
"48",60
"49",62
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",81
"68",82
"69",83
"70",84
"71",85
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",94
"79",95
"80",96
"81",97
"82",99
"83",100
"84",101
"85",102
"86",103
"87",104
"88",105
"89",107
"90",108
"91",109
"92",111
"93",112
"94",114
"95",115
"96",116
"97",118
"98",120
"99",122
"100",123
"101",124
"102",125
"103",127
"104",128
"105",129
"106",130
"107",131
"108",133
"109",134
"110",137
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",148
"119",149
"120",150
"121",151
"122",152
"123",153
"124",154
"125",157
"126",158
"127",159
"128",161
"129",162
"130",163
"131",164
"132",165
"133",166
"134",167
"135",169
"136",170
"137",173
"138",174
"139",176
"140",178
"141",179
"142",181
"143",182
"144",183
"145",184
"146",186
"147",188
"148",190
"149",191
"150",192
"151",193
"152",194
"153",195
"154",196
"155",197
"156",199
"157",200
"158",202
"159",203
"160",204
"161",205
"162",207
"163",208
"164",209
"165",210
"166",211
"167",212
"168",213
"169",214
"170",215
"171",216
"172",217
"173",218
"174",220
"175",221
"176",222
"177",223
"178",225
"179",226
"180",227
"181",228
"182",230
"183",231
"184",232
"185",233
"186",234
"187",235
"188",237
"189",238
"190",239
"191",241
"192",242
"193",243
"194",244
"195",245
"196",246
"197",247
"198",248
"199",249
"200",250
"201",251
"202",252
"203",253
"204",254
"205",255
"206",256
"207",257
"208",258
"209",260
"210",261
"211",262
"212",264
"213",265
"214",267
"215",269
"216",270
"217",271
"218",272
"219",274
"220",275
"221",276
"222",277
"223",278
"224",279
"225",280
