"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",19
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",39
"33",41
"34",42
"35",43
"36",44
"37",45
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",55
"46",56
"47",57
"48",58
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",72
"60",73
"61",74
"62",75
"63",76
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",87
"73",88
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",95
"81",96
"82",100
"83",101
"84",102
"85",103
"86",104
"87",105
"88",106
"89",108
"90",109
"91",110
"92",112
"93",113
"94",114
"95",115
"96",116
"97",117
"98",118
"99",119
"100",120
"101",121
"102",122
"103",123
"104",124
"105",125
"106",126
"107",127
"108",128
"109",129
"110",131
"111",132
"112",134
"113",135
"114",138
"115",140
"116",141
"117",142
"118",143
"119",144
"120",145
"121",146
"122",150
"123",151
"124",152
"125",153
"126",154
"127",156
"128",157
"129",158
"130",160
"131",161
"132",163
"133",164
"134",165
"135",166
"136",167
"137",168
"138",170
"139",171
"140",172
"141",173
"142",174
"143",175
"144",176
"145",177
"146",179
"147",180
"148",181
"149",182
"150",183
"151",184
"152",185
"153",187
"154",188
"155",189
"156",190
"157",191
"158",192
"159",193
"160",194
"161",195
"162",196
"163",197
"164",201
"165",202
"166",205
"167",207
"168",208
"169",209
"170",210
"171",211
"172",212
"173",213
"174",214
"175",216
"176",217
"177",218
"178",220
"179",222
"180",223
"181",225
"182",226
"183",227
"184",228
"185",229
"186",230
"187",231
"188",232
"189",235
"190",236
"191",237
"192",238
"193",240
"194",241
"195",242
"196",243
"197",244
"198",246
"199",247
"200",249
"201",250
"202",251
"203",252
"204",253
"205",254
"206",255
"207",256
"208",258
"209",260
"210",262
"211",263
"212",264
"213",265
"214",266
"215",267
"216",268
"217",269
"218",270
"219",271
"220",272
"221",274
"222",276
"223",277
"224",278
"225",279
