"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",26
"23",27
"24",29
"25",30
"26",31
"27",32
"28",34
"29",35
"30",36
"31",37
"32",39
"33",40
"34",41
"35",42
"36",44
"37",46
"38",47
"39",48
"40",49
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",69
"58",71
"59",72
"60",73
"61",75
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",86
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",95
"79",97
"80",98
"81",99
"82",100
"83",101
"84",103
"85",105
"86",107
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",116
"94",117
"95",118
"96",119
"97",120
"98",121
"99",122
"100",123
"101",124
"102",125
"103",126
"104",128
"105",129
"106",130
"107",131
"108",132
"109",134
"110",135
"111",136
"112",137
"113",139
"114",140
"115",141
"116",143
"117",144
"118",145
"119",146
"120",147
"121",148
"122",149
"123",150
"124",151
"125",154
"126",156
"127",157
"128",158
"129",159
"130",161
"131",162
"132",163
"133",164
"134",166
"135",168
"136",169
"137",170
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",177
"145",178
"146",179
"147",180
"148",181
"149",183
"150",184
"151",185
"152",186
"153",188
"154",189
"155",190
"156",191
"157",192
"158",193
"159",194
"160",195
"161",196
"162",198
"163",199
"164",200
"165",201
"166",202
"167",203
"168",204
"169",205
"170",206
"171",207
"172",209
"173",210
"174",211
"175",212
"176",213
"177",215
"178",216
"179",217
"180",218
"181",219
"182",220
"183",221
"184",223
"185",224
"186",226
"187",227
"188",228
"189",230
"190",231
"191",232
"192",233
"193",234
"194",236
"195",237
"196",238
"197",239
"198",240
"199",241
"200",242
"201",245
"202",246
"203",247
"204",248
"205",249
"206",251
"207",252
"208",253
"209",254
"210",256
"211",259
"212",261
"213",262
"214",263
"215",264
"216",266
"217",269
"218",270
"219",271
"220",272
"221",273
"222",274
"223",275
"224",278
"225",279
