"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",17
"17",19
"18",20
"19",21
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",31
"29",32
"30",33
"31",36
"32",37
"33",38
"34",39
"35",40
"36",42
"37",43
"38",44
"39",45
"40",46
"41",47
"42",48
"43",50
"44",51
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",66
"57",67
"58",68
"59",69
"60",70
"61",71
"62",72
"63",73
"64",74
"65",75
"66",76
"67",77
"68",78
"69",79
"70",80
"71",81
"72",83
"73",84
"74",85
"75",87
"76",88
"77",90
"78",91
"79",92
"80",95
"81",96
"82",97
"83",98
"84",99
"85",100
"86",101
"87",102
"88",103
"89",104
"90",105
"91",107
"92",108
"93",110
"94",111
"95",112
"96",113
"97",114
"98",115
"99",117
"100",118
"101",119
"102",120
"103",122
"104",123
"105",124
"106",127
"107",128
"108",129
"109",131
"110",132
"111",134
"112",136
"113",137
"114",138
"115",139
"116",141
"117",142
"118",143
"119",144
"120",145
"121",146
"122",147
"123",148
"124",149
"125",151
"126",153
"127",155
"128",156
"129",158
"130",159
"131",160
"132",163
"133",165
"134",166
"135",167
"136",168
"137",169
"138",171
"139",172
"140",173
"141",174
"142",175
"143",176
"144",177
"145",179
"146",180
"147",182
"148",183
"149",185
"150",186
"151",187
"152",188
"153",189
"154",190
"155",191
"156",192
"157",193
"158",194
"159",195
"160",197
"161",199
"162",201
"163",202
"164",204
"165",206
"166",208
"167",210
"168",212
"169",213
"170",214
"171",215
"172",218
"173",219
"174",220
"175",221
"176",222
"177",223
"178",224
"179",225
"180",226
"181",227
"182",228
"183",229
"184",230
"185",231
"186",232
"187",233
"188",234
"189",235
"190",236
"191",237
"192",238
"193",239
"194",240
"195",242
"196",244
"197",245
"198",246
"199",247
"200",248
"201",249
"202",250
"203",252
"204",253
"205",254
"206",255
"207",257
"208",258
"209",259
"210",260
"211",262
"212",263
"213",264
"214",265
"215",267
"216",268
"217",270
"218",271
"219",272
"220",273
"221",274
"222",275
"223",276
"224",277
"225",279
