"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",31
"29",32
"30",33
"31",35
"32",36
"33",38
"34",41
"35",42
"36",43
"37",44
"38",45
"39",48
"40",49
"41",50
"42",51
"43",52
"44",54
"45",56
"46",59
"47",60
"48",61
"49",62
"50",64
"51",65
"52",66
"53",67
"54",68
"55",70
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",92
"76",93
"77",94
"78",95
"79",97
"80",99
"81",100
"82",101
"83",103
"84",104
"85",105
"86",106
"87",107
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
"97",119
"98",120
"99",121
"100",122
"101",124
"102",125
"103",126
"104",127
"105",128
"106",129
"107",130
"108",131
"109",133
"110",134
"111",135
"112",136
"113",137
"114",140
"115",141
"116",143
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",152
"125",153
"126",154
"127",155
"128",156
"129",157
"130",158
"131",159
"132",160
"133",161
"134",162
"135",163
"136",165
"137",166
"138",167
"139",171
"140",173
"141",174
"142",175
"143",176
"144",177
"145",179
"146",180
"147",181
"148",182
"149",184
"150",185
"151",186
"152",187
"153",188
"154",189
"155",190
"156",192
"157",193
"158",194
"159",195
"160",196
"161",198
"162",199
"163",200
"164",201
"165",202
"166",203
"167",204
"168",206
"169",207
"170",211
"171",212
"172",213
"173",214
"174",215
"175",216
"176",217
"177",218
"178",219
"179",220
"180",222
"181",223
"182",224
"183",225
"184",229
"185",230
"186",231
"187",232
"188",235
"189",237
"190",238
"191",239
"192",241
"193",242
"194",243
"195",244
"196",245
"197",246
"198",248
"199",249
"200",251
"201",252
"202",253
"203",254
"204",256
"205",258
"206",259
"207",260
"208",261
"209",262
"210",263
"211",264
"212",265
"213",266
"214",267
"215",268
"216",269
"217",270
"218",271
"219",272
"220",274
"221",275
"222",276
"223",277
"224",278
"225",279
