"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",20
"18",21
"19",22
"20",23
"21",24
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",33
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",43
"37",44
"38",46
"39",47
"40",48
"41",50
"42",51
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",60
"50",62
"51",63
"52",64
"53",65
"54",67
"55",68
"56",69
"57",70
"58",71
"59",73
"60",74
"61",75
"62",76
"63",77
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",91
"76",92
"77",93
"78",96
"79",97
"80",98
"81",101
"82",103
"83",104
"84",106
"85",107
"86",108
"87",110
"88",111
"89",113
"90",114
"91",115
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",124
"99",125
"100",127
"101",128
"102",129
"103",131
"104",133
"105",135
"106",137
"107",138
"108",140
"109",141
"110",142
"111",143
"112",144
"113",145
"114",146
"115",148
"116",149
"117",150
"118",151
"119",152
"120",153
"121",154
"122",155
"123",157
"124",158
"125",159
"126",160
"127",162
"128",163
"129",165
"130",166
"131",167
"132",168
"133",169
"134",171
"135",172
"136",173
"137",174
"138",175
"139",177
"140",178
"141",179
"142",180
"143",181
"144",182
"145",183
"146",185
"147",188
"148",189
"149",190
"150",191
"151",192
"152",193
"153",194
"154",195
"155",197
"156",199
"157",200
"158",201
"159",202
"160",203
"161",204
"162",205
"163",206
"164",207
"165",208
"166",209
"167",210
"168",212
"169",213
"170",214
"171",215
"172",216
"173",218
"174",219
"175",220
"176",221
"177",222
"178",223
"179",224
"180",226
"181",227
"182",228
"183",229
"184",230
"185",231
"186",232
"187",234
"188",235
"189",236
"190",237
"191",238
"192",239
"193",241
"194",242
"195",244
"196",246
"197",247
"198",248
"199",250
"200",251
"201",252
"202",253
"203",254
"204",255
"205",256
"206",257
"207",258
"208",259
"209",260
"210",261
"211",262
"212",263
"213",264
"214",266
"215",267
"216",268
"217",270
"218",272
"219",273
"220",274
"221",275
"222",276
"223",277
"224",278
"225",280
