"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",19
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",41
"35",42
"36",44
"37",45
"38",46
"39",47
"40",49
"41",50
"42",51
"43",52
"44",53
"45",55
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",66
"57",67
"58",69
"59",70
"60",72
"61",73
"62",74
"63",75
"64",76
"65",78
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",87
"74",88
"75",89
"76",92
"77",94
"78",95
"79",96
"80",97
"81",98
"82",99
"83",100
"84",101
"85",102
"86",104
"87",105
"88",106
"89",107
"90",109
"91",110
"92",111
"93",114
"94",115
"95",116
"96",117
"97",118
"98",120
"99",121
"100",122
"101",124
"102",125
"103",126
"104",127
"105",128
"106",129
"107",130
"108",133
"109",134
"110",135
"111",137
"112",139
"113",140
"114",141
"115",142
"116",143
"117",144
"118",146
"119",148
"120",149
"121",150
"122",155
"123",157
"124",158
"125",159
"126",160
"127",161
"128",162
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",170
"136",171
"137",172
"138",173
"139",174
"140",175
"141",177
"142",178
"143",179
"144",180
"145",181
"146",182
"147",183
"148",184
"149",185
"150",187
"151",188
"152",189
"153",190
"154",191
"155",193
"156",194
"157",195
"158",196
"159",198
"160",200
"161",201
"162",202
"163",203
"164",205
"165",206
"166",207
"167",208
"168",209
"169",210
"170",211
"171",212
"172",214
"173",215
"174",216
"175",218
"176",219
"177",221
"178",223
"179",224
"180",225
"181",226
"182",227
"183",229
"184",230
"185",231
"186",232
"187",233
"188",234
"189",235
"190",236
"191",237
"192",239
"193",240
"194",241
"195",242
"196",243
"197",244
"198",245
"199",246
"200",247
"201",248
"202",249
"203",251
"204",252
"205",253
"206",256
"207",258
"208",259
"209",260
"210",262
"211",263
"212",265
"213",266
"214",267
"215",268
"216",269
"217",270
"218",271
"219",273
"220",274
"221",275
"222",276
"223",277
"224",278
"225",279
