"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",13
"13",14
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",25
"23",26
"24",28
"25",29
"26",31
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",41
"35",43
"36",45
"37",46
"38",47
"39",48
"40",49
"41",51
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",59
"49",61
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",88
"73",89
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",104
"86",105
"87",106
"88",108
"89",109
"90",110
"91",111
"92",112
"93",113
"94",115
"95",116
"96",117
"97",118
"98",119
"99",120
"100",121
"101",122
"102",123
"103",124
"104",125
"105",126
"106",127
"107",128
"108",129
"109",130
"110",133
"111",134
"112",135
"113",136
"114",137
"115",138
"116",139
"117",140
"118",141
"119",142
"120",143
"121",144
"122",145
"123",147
"124",148
"125",149
"126",150
"127",152
"128",153
"129",154
"130",155
"131",156
"132",157
"133",158
"134",159
"135",160
"136",161
"137",162
"138",163
"139",164
"140",165
"141",166
"142",167
"143",168
"144",170
"145",171
"146",172
"147",173
"148",174
"149",175
"150",176
"151",177
"152",179
"153",180
"154",181
"155",182
"156",183
"157",184
"158",185
"159",186
"160",187
"161",188
"162",190
"163",191
"164",192
"165",193
"166",194
"167",195
"168",197
"169",198
"170",199
"171",200
"172",201
"173",202
"174",204
"175",207
"176",208
"177",212
"178",213
"179",215
"180",216
"181",218
"182",220
"183",222
"184",224
"185",225
"186",226
"187",227
"188",228
"189",229
"190",230
"191",231
"192",233
"193",234
"194",235
"195",237
"196",238
"197",241
"198",242
"199",243
"200",246
"201",247
"202",248
"203",250
"204",251
"205",252
"206",253
"207",254
"208",255
"209",256
"210",257
"211",259
"212",261
"213",262
"214",264
"215",265
"216",266
"217",267
"218",269
"219",270
"220",271
"221",273
"222",274
"223",276
"224",278
"225",280
