"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",7
"7",9
"8",10
"9",11
"10",12
"11",14
"12",16
"13",17
"14",18
"15",21
"16",22
"17",23
"18",24
"19",25
"20",26
"21",27
"22",29
"23",31
"24",33
"25",35
"26",36
"27",37
"28",38
"29",39
"30",40
"31",41
"32",43
"33",44
"34",45
"35",46
"36",48
"37",49
"38",50
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",59
"47",60
"48",61
"49",62
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",76
"62",77
"63",78
"64",79
"65",80
"66",81
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",90
"76",91
"77",92
"78",93
"79",94
"80",96
"81",98
"82",100
"83",101
"84",104
"85",105
"86",106
"87",107
"88",108
