"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",19
"16",20
"17",22
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",39
"33",40
"34",41
"35",44
"36",45
"37",46
"38",47
"39",50
"40",51
"41",52
"42",54
"43",55
"44",57
"45",58
"46",60
"47",62
"48",63
"49",64
"50",65
"51",66
"52",67
"53",68
"54",69
"55",70
"56",71
"57",72
"58",73
"59",74
"60",76
"61",77
"62",78
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",86
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
