"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",18
"15",19
"16",20
"17",22
"18",23
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",33
"27",34
"28",35
"29",36
"30",37
"31",39
"32",40
"33",41
"34",44
"35",45
"36",46
"37",47
"38",48
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",62
"50",63
"51",64
"52",65
"53",66
"54",68
"55",69
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",80
"65",81
"66",83
"67",84
"68",85
"69",86
"70",87
"71",88
"72",89
"73",90
"74",91
"75",96
"76",97
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
