"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",9
"8",10
"9",11
"10",12
"11",13
"12",17
"13",18
"14",20
"15",21
"16",22
"17",23
"18",24
"19",26
"20",27
"21",28
"22",29
"23",30
"24",31
"25",32
"26",34
"27",35
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",49
"41",51
"42",52
"43",54
"44",55
"45",56
"46",57
"47",59
"48",62
"49",64
"50",66
"51",67
"52",68
"53",69
"54",70
"55",71
"56",72
"57",74
"58",76
"59",77
"60",78
"61",79
"62",81
"63",82
"64",83
"65",84
"66",85
"67",86
"68",87
"69",88
"70",89
"71",90
"72",91
"73",92
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
