"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",20
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",30
"26",31
"27",32
"28",33
"29",34
"30",35
"31",36
"32",37
"33",38
"34",40
"35",41
"36",42
"37",44
"38",45
"39",48
"40",49
"41",51
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",67
"56",68
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",76
"64",77
"65",78
"66",79
"67",80
"68",81
"69",82
"70",83
"71",85
"72",86
"73",87
"74",89
"75",91
"76",93
"77",94
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",104
"86",105
"87",106
"88",108
