"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",43
"36",44
"37",45
"38",46
"39",47
"40",48
"41",50
"42",51
"43",52
"44",53
"45",54
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",64
"53",65
"54",66
"55",67
"56",70
"57",72
"58",73
"59",74
"60",77
"61",79
"62",80
"63",81
"64",82
"65",83
"66",85
"67",86
"68",87
"69",88
"70",89
"71",90
"72",91
"73",92
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
