"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",14
"12",16
"13",17
"14",18
"15",20
"16",21
"17",22
"18",24
"19",25
"20",27
"21",28
"22",29
"23",30
"24",32
"25",33
"26",34
"27",36
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",48
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",64
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",75
"63",76
"64",77
"65",79
"66",81
"67",82
"68",83
"69",85
"70",87
"71",88
"72",89
"73",90
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",99
"82",101
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
