"","Resample1"
"1",1
"2",3
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",20
"18",21
"19",22
"20",24
"21",26
"22",27
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",36
"31",37
"32",38
"33",39
"34",41
"35",42
"36",43
"37",44
"38",45
"39",46
"40",48
"41",49
"42",50
"43",52
"44",53
"45",54
"46",55
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",66
"57",68
"58",69
"59",71
"60",72
"61",73
"62",74
"63",75
"64",76
"65",78
"66",79
"67",80
"68",81
"69",82
"70",85
"71",86
"72",88
"73",89
"74",93
"75",94
"76",95
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
