"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",30
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",41
"35",42
"36",43
"37",45
"38",46
"39",47
"40",49
"41",50
"42",51
"43",52
"44",54
"45",55
"46",56
"47",58
"48",59
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",70
"58",71
"59",73
"60",75
"61",76
"62",77
"63",78
"64",79
"65",82
"66",83
"67",84
"68",85
"69",86
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",100
"82",101
"83",103
"84",104
"85",105
"86",107
"87",108
"88",109
