"","Resample1"
"1",1
"2",3
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",40
"34",41
"35",42
"36",45
"37",47
"38",48
"39",49
"40",50
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",70
"58",71
"59",72
"60",73
"61",74
"62",75
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",84
"70",85
"71",87
"72",88
"73",89
"74",90
"75",92
"76",94
"77",96
"78",97
"79",98
"80",100
"81",101
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
