"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",8
"7",9
"8",10
"9",12
"10",15
"11",17
"12",18
"13",19
"14",20
"15",21
"16",22
"17",23
"18",24
"19",27
"20",28
"21",29
"22",30
"23",31
"24",32
"25",33
"26",35
"27",36
"28",37
"29",38
"30",40
"31",41
"32",43
"33",44
"34",45
"35",46
"36",47
"37",48
"38",50
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",58
"46",59
"47",60
"48",61
"49",63
"50",64
"51",65
"52",66
"53",67
"54",70
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",83
"68",84
"69",85
"70",87
"71",89
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
