"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",30
"26",32
"27",35
"28",36
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",58
"47",59
"48",60
"49",62
"50",63
"51",64
"52",65
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",81
"66",83
"67",84
"68",85
"69",86
"70",87
"71",90
"72",91
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",109
