"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",24
"23",25
"24",26
"25",27
"26",28
"27",29
"28",30
"29",31
"30",34
"31",35
"32",37
"33",38
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",46
"41",48
"42",49
"43",50
"44",51
"45",53
"46",54
"47",55
"48",58
"49",59
"50",60
"51",61
"52",62
"53",64
"54",65
"55",66
"56",68
"57",69
"58",71
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",81
"67",82
"68",83
"69",85
"70",87
"71",89
"72",91
"73",92
"74",93
"75",95
"76",96
"77",97
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
