"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",20
"17",21
"18",23
"19",24
"20",25
"21",27
"22",29
"23",30
"24",32
"25",34
"26",35
"27",37
"28",38
"29",39
"30",40
"31",41
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",56
"46",57
"47",58
"48",59
"49",61
"50",62
"51",63
"52",64
"53",65
"54",67
"55",68
"56",70
"57",71
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",79
"65",80
"66",83
"67",85
"68",86
"69",87
"70",88
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",101
"82",102
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
