"","Resample1"
"1",1
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",22
"19",23
"20",26
"21",27
"22",28
"23",30
"24",31
"25",32
"26",34
"27",36
"28",37
"29",39
"30",40
"31",41
"32",42
"33",43
"34",45
"35",46
"36",47
"37",49
"38",50
"39",51
"40",52
"41",53
"42",55
"43",56
"44",58
"45",59
"46",60
"47",61
"48",62
"49",63
"50",65
"51",66
"52",67
"53",69
"54",70
"55",71
"56",72
"57",73
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",81
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",104
"85",105
"86",106
"87",108
"88",109
