"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",32
"28",33
"29",35
"30",36
"31",37
"32",40
"33",41
"34",43
"35",45
"36",46
"37",47
"38",49
"39",50
"40",51
"41",52
"42",54
"43",56
"44",57
"45",58
"46",59
"47",62
"48",63
"49",64
"50",65
"51",66
"52",67
"53",68
"54",69
"55",70
"56",71
"57",72
"58",73
"59",75
"60",76
"61",78
"62",79
"63",80
"64",82
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
