"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",11
"10",12
"11",13
"12",15
"13",16
"14",17
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",40
"34",41
"35",42
"36",44
"37",46
"38",48
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",57
"47",58
"48",59
"49",60
"50",61
"51",62
"52",63
"53",65
"54",66
"55",68
"56",69
"57",71
"58",72
"59",73
"60",75
"61",76
"62",77
"63",79
"64",81
"65",82
"66",83
"67",85
"68",87
"69",88
"70",89
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",96
"78",97
"79",98
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",107
"87",108
"88",109
