"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",25
"23",26
"24",27
"25",29
"26",30
"27",31
"28",32
"29",34
"30",35
"31",36
"32",38
"33",39
"34",40
"35",42
"36",43
"37",45
"38",46
"39",48
"40",49
"41",50
"42",51
"43",52
"44",54
"45",55
"46",56
"47",57
"48",58
"49",60
"50",61
"51",63
"52",64
"53",65
"54",66
"55",69
"56",70
"57",71
"58",72
"59",74
"60",75
"61",76
"62",77
"63",78
"64",79
"65",80
"66",82
"67",84
"68",85
"69",86
"70",87
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",109
