"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",22
"20",23
"21",24
"22",25
"23",26
"24",27
"25",28
"26",29
"27",30
"28",31
"29",32
"30",33
"31",34
"32",35
"33",36
"34",37
"35",38
"36",39
"37",40
"38",41
"39",42
"40",43
"41",44
"42",46
"43",49
"44",50
"45",51
"46",53
"47",55
"48",56
"49",58
"50",59
"51",60
"52",61
"53",62
"54",63
"55",64
"56",66
"57",67
"58",68
"59",69
"60",70
"61",72
"62",73
"63",76
"64",77
"65",78
"66",79
"67",82
"68",83
"69",84
"70",85
"71",86
"72",88
"73",89
"74",91
"75",92
"76",93
"77",94
"78",96
"79",97
"80",98
"81",99
"82",100
"83",101
"84",102
"85",103
"86",105
"87",106
"88",108
