"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",16
"13",17
"14",18
"15",19
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",28
"23",29
"24",30
"25",31
"26",32
"27",34
"28",36
"29",37
"30",38
"31",39
"32",40
"33",41
"34",42
"35",43
"36",44
"37",45
"38",46
"39",47
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",56
"47",57
"48",58
"49",59
"50",60
"51",61
"52",62
"53",63
"54",64
"55",65
"56",67
"57",69
"58",70
"59",71
"60",72
"61",73
"62",75
"63",77
"64",78
"65",79
"66",81
"67",82
"68",83
"69",85
"70",89
"71",90
"72",91
"73",93
"74",94
"75",95
"76",96
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
