"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",21
"20",22
"21",23
"22",24
"23",25
"24",27
"25",28
"26",31
"27",32
"28",35
"29",36
"30",39
"31",40
"32",41
"33",42
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",57
"47",58
"48",59
"49",60
"50",61
"51",63
"52",65
"53",66
"54",68
"55",69
"56",70
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",79
"64",80
"65",81
"66",82
"67",83
"68",84
"69",85
"70",87
"71",88
"72",89
"73",90
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",100
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",109
