"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",9
"9",11
"10",12
"11",15
"12",16
"13",20
"14",22
"15",23
"16",24
"17",25
"18",26
"19",27
"20",29
"21",30
"22",31
"23",32
"24",33
"25",34
"26",36
"27",38
"28",39
"29",40
"30",41
"31",42
"32",43
"33",44
"34",45
"35",46
"36",47
"37",48
"38",49
"39",50
"40",51
"41",52
"42",53
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",63
"51",64
"52",65
"53",66
"54",67
"55",68
"56",69
"57",70
"58",71
"59",72
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",83
"69",84
"70",85
"71",86
"72",87
"73",89
"74",90
"75",91
"76",93
"77",94
"78",96
"79",98
"80",100
"81",101
"82",102
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
