"","Resample1"
"1",2
"2",3
"3",5
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",16
"12",17
"13",19
"14",21
"15",23
"16",24
"17",25
"18",27
"19",28
"20",29
"21",30
"22",31
"23",32
"24",34
"25",36
"26",37
"27",38
"28",39
"29",40
"30",41
"31",42
"32",43
"33",44
"34",45
"35",46
"36",47
"37",48
"38",49
"39",50
"40",53
"41",54
"42",55
"43",56
"44",57
"45",58
"46",59
"47",60
"48",62
"49",64
"50",65
"51",66
"52",67
"53",68
"54",69
"55",70
"56",72
"57",73
"58",74
"59",76
"60",77
"61",79
"62",80
"63",81
"64",82
"65",84
"66",85
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",98
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
