"","Resample1"
"1",1
"2",2
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",20
"18",22
"19",23
"20",25
"21",26
"22",27
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",44
"39",45
"40",46
"41",47
"42",48
"43",50
"44",52
"45",53
"46",54
"47",55
"48",57
"49",58
"50",59
"51",60
"52",61
"53",62
"54",65
"55",66
"56",67
"57",68
"58",69
"59",70
"60",71
"61",74
"62",75
"63",76
"64",77
"65",79
"66",80
"67",81
"68",82
"69",85
"70",86
"71",87
"72",88
"73",89
"74",90
"75",91
"76",92
"77",93
"78",94
"79",95
"80",96
"81",97
"82",98
"83",101
"84",102
"85",104
"86",105
"87",107
"88",108
