"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",11
"10",12
"11",13
"12",14
"13",16
"14",17
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",36
"32",38
"33",39
"34",40
"35",41
"36",43
"37",44
"38",45
"39",46
"40",48
"41",49
"42",50
"43",51
"44",53
"45",54
"46",55
"47",56
"48",57
"49",59
"50",60
"51",62
"52",63
"53",65
"54",66
"55",67
"56",69
"57",70
"58",72
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",81
"68",82
"69",83
"70",84
"71",85
"72",86
"73",87
"74",89
"75",92
"76",93
"77",94
"78",95
"79",96
"80",97
"81",99
"82",100
"83",101
"84",102
"85",103
"86",105
"87",107
"88",108
