"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",22
"20",24
"21",25
"22",27
"23",29
"24",32
"25",34
"26",35
"27",36
"28",37
"29",38
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",48
"39",50
"40",51
"41",52
"42",54
"43",56
"44",59
"45",60
"46",61
"47",62
"48",63
"49",64
"50",65
"51",66
"52",67
"53",68
"54",69
"55",72
"56",73
"57",75
"58",77
"59",78
"60",79
"61",81
"62",82
"63",83
"64",84
"65",85
"66",86
"67",87
"68",88
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
