"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",20
"19",22
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",35
"30",36
"31",37
"32",38
"33",39
"34",42
"35",43
"36",44
"37",45
"38",46
"39",47
"40",48
"41",50
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",60
"50",61
"51",62
"52",63
"53",64
"54",66
"55",68
"56",69
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",79
"64",80
"65",81
"66",82
"67",83
"68",85
"69",86
"70",87
"71",89
"72",90
"73",91
"74",92
"75",93
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",102
"84",105
"85",106
"86",107
"87",108
"88",109
