"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",22
"19",23
"20",24
"21",25
"22",26
"23",28
"24",29
"25",30
"26",31
"27",32
"28",33
"29",34
"30",36
"31",37
"32",38
"33",40
"34",41
"35",42
"36",43
"37",44
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",59
"50",63
"51",64
"52",65
"53",66
"54",67
"55",69
"56",71
"57",72
"58",73
"59",74
"60",75
"61",76
"62",77
"63",78
"64",80
"65",81
"66",82
"67",83
"68",84
"69",85
"70",86
"71",88
"72",89
"73",90
"74",92
"75",94
"76",95
"77",96
"78",97
"79",98
"80",99
"81",100
"82",101
"83",103
"84",104
"85",105
"86",107
"87",108
"88",109
