"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",11
"10",13
"11",14
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",34
"31",36
"32",37
"33",38
"34",39
"35",40
"36",42
"37",43
"38",44
"39",45
"40",46
"41",47
"42",48
"43",49
"44",50
"45",51
"46",53
"47",54
"48",56
"49",57
"50",58
"51",59
"52",60
"53",62
"54",63
"55",64
"56",65
"57",66
"58",67
"59",68
"60",69
"61",70
"62",74
"63",75
"64",76
"65",77
"66",78
"67",80
"68",81
"69",82
"70",83
"71",85
"72",86
"73",88
"74",89
"75",90
"76",92
"77",93
"78",94
"79",95
"80",96
"81",98
"82",99
"83",100
"84",101
"85",103
"86",105
"87",108
"88",109
