"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",11
"10",12
"11",14
"12",15
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",40
"34",42
"35",43
"36",44
"37",45
"38",46
"39",49
"40",50
"41",52
"42",53
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",67
"55",68
"56",71
"57",72
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",81
"66",82
"67",85
"68",86
"69",87
"70",88
"71",90
"72",91
"73",92
"74",93
"75",94
"76",95
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",106
"86",107
"87",108
"88",109
