"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",9
"8",10
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",21
"19",23
"20",24
"21",25
"22",26
"23",27
"24",29
"25",30
"26",31
"27",32
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",43
"38",46
"39",47
"40",48
"41",49
"42",51
"43",52
"44",53
"45",54
"46",55
"47",57
"48",58
"49",59
"50",60
"51",61
"52",63
"53",65
"54",66
"55",67
"56",69
"57",70
"58",72
"59",73
"60",74
"61",75
"62",79
"63",81
"64",82
"65",83
"66",85
"67",86
"68",87
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",99
"79",100
"80",101
"81",102
"82",103
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
