"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",22
"19",24
"20",25
"21",26
"22",27
"23",29
"24",32
"25",33
"26",34
"27",35
"28",36
"29",37
"30",38
"31",39
"32",42
"33",43
"34",44
"35",45
"36",46
"37",47
"38",48
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",56
"46",58
"47",59
"48",60
"49",63
"50",64
"51",65
"52",67
"53",68
"54",69
"55",70
"56",71
"57",72
"58",73
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",91
"73",92
"74",93
"75",94
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",104
"84",105
"85",106
"86",107
"87",108
"88",109
