"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",7
"7",8
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",19
"16",20
"17",21
"18",22
"19",23
"20",25
"21",26
"22",28
"23",30
"24",32
"25",33
"26",34
"27",35
"28",36
"29",37
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",46
"38",48
"39",49
"40",51
"41",52
"42",53
"43",55
"44",57
"45",58
"46",59
"47",60
"48",61
"49",63
"50",64
"51",65
"52",66
"53",67
"54",68
"55",69
"56",71
"57",72
"58",75
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",84
"68",85
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",98
"80",99
"81",100
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",108
