"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",20
"17",21
"18",22
"19",23
"20",24
"21",25
"22",27
"23",29
"24",30
"25",32
"26",33
"27",35
"28",37
"29",38
"30",39
"31",40
"32",41
"33",43
"34",44
"35",46
"36",47
"37",48
"38",49
"39",51
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",70
"58",71
"59",73
"60",74
"61",76
"62",77
"63",78
"64",79
"65",81
"66",82
"67",84
"68",85
"69",87
"70",88
"71",90
"72",91
"73",92
"74",93
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",106
"86",107
"87",108
"88",109
