"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",19
"17",20
"18",21
"19",23
"20",24
"21",25
"22",26
"23",28
"24",30
"25",31
"26",32
"27",33
"28",35
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",45
"37",46
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",57
"48",58
"49",60
"50",61
"51",62
"52",65
"53",66
"54",67
"55",68
"56",70
"57",72
"58",73
"59",74
"60",75
"61",76
"62",78
"63",79
"64",80
"65",82
"66",83
"67",84
"68",85
"69",87
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
