"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",10
"9",11
"10",12
"11",14
"12",15
"13",16
"14",17
"15",19
"16",22
"17",23
"18",24
"19",25
"20",26
"21",28
"22",29
"23",30
"24",31
"25",32
"26",34
"27",35
"28",36
"29",37
"30",39
"31",40
"32",41
"33",42
"34",43
"35",44
"36",45
"37",47
"38",49
"39",50
"40",51
"41",52
"42",53
"43",54
"44",55
"45",56
"46",58
"47",59
"48",60
"49",61
"50",62
"51",63
"52",64
"53",67
"54",68
"55",69
"56",70
"57",71
"58",72
"59",73
"60",75
"61",76
"62",79
"63",80
"64",81
"65",82
"66",83
"67",86
"68",87
"69",89
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",105
"86",106
"87",107
"88",109
