"","Resample1"
"1",1
"2",3
"3",4
"4",6
"5",7
"6",8
"7",9
"8",10
"9",11
"10",12
"11",13
"12",14
"13",15
"14",17
"15",18
"16",19
"17",21
"18",22
"19",23
"20",24
"21",25
"22",26
"23",27
"24",28
"25",29
"26",30
"27",31
"28",32
"29",33
"30",35
"31",36
"32",37
"33",39
"34",40
"35",41
"36",43
"37",44
"38",45
"39",46
"40",47
"41",48
"42",50
"43",51
"44",52
"45",53
"46",55
"47",56
"48",57
"49",58
"50",59
"51",60
"52",61
"53",63
"54",64
"55",68
"56",69
"57",70
"58",71
"59",73
"60",74
"61",75
"62",76
"63",77
"64",78
"65",79
"66",80
"67",83
"68",84
"69",85
"70",86
"71",88
"72",89
"73",90
"74",91
"75",94
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",104
"85",106
"86",107
"87",108
"88",109
