"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",8
"8",9
"9",10
"10",11
"11",12
"12",13
"13",14
"14",15
"15",16
"16",17
"17",19
"18",20
"19",22
"20",25
"21",26
"22",27
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",38
"33",39
"34",40
"35",41
"36",42
"37",44
"38",45
"39",47
"40",48
"41",49
"42",50
"43",51
"44",52
"45",53
"46",54
"47",55
"48",56
"49",58
"50",59
"51",60
"52",61
"53",62
"54",63
"55",64
"56",65
"57",66
"58",67
"59",68
"60",70
"61",71
"62",72
"63",73
"64",74
"65",75
"66",77
"67",78
"68",79
"69",81
"70",82
"71",83
"72",86
"73",87
"74",89
"75",90
"76",91
"77",92
"78",94
"79",96
"80",97
"81",98
"82",100
"83",101
"84",103
"85",105
"86",106
"87",107
"88",108
"89",109
"90",110
"91",111
"92",112
"93",114
"94",115
"95",117
"96",119
"97",120
"98",124
"99",126
"100",127
"101",128
"102",129
"103",130
"104",131
"105",132
"106",133
"107",134
"108",135
"109",136
"110",138
"111",140
"112",141
"113",142
"114",143
"115",144
"116",146
"117",147
"118",148
"119",150
"120",152
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",162
"130",164
"131",165
"132",167
"133",168
"134",169
"135",170
"136",171
"137",173
"138",174
"139",175
"140",176
"141",177
"142",178
"143",180
"144",181
"145",182
"146",183
"147",184
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",198
