"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",11
"11",13
"12",14
"13",17
"14",19
"15",20
"16",21
"17",22
"18",23
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",34
"28",36
"29",37
"30",38
"31",39
"32",40
"33",41
"34",42
"35",43
"36",45
"37",46
"38",47
"39",48
"40",49
"41",51
"42",52
"43",53
"44",55
"45",56
"46",57
"47",59
"48",61
"49",62
"50",63
"51",65
"52",68
"53",69
"54",70
"55",72
"56",73
"57",74
"58",77
"59",78
"60",79
"61",80
"62",81
"63",82
"64",83
"65",84
"66",85
"67",87
"68",88
"69",89
"70",90
"71",91
"72",93
"73",94
"74",95
"75",96
"76",97
"77",98
"78",99
"79",101
"80",102
"81",103
"82",104
"83",106
"84",108
"85",109
"86",110
"87",112
"88",113
"89",114
"90",115
"91",117
"92",118
"93",119
"94",120
"95",122
"96",123
"97",124
"98",125
"99",126
"100",127
"101",128
"102",130
"103",133
"104",134
"105",135
"106",136
"107",137
"108",138
"109",139
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",149
"119",150
"120",151
"121",153
"122",154
"123",156
"124",157
"125",158
"126",159
"127",160
"128",161
"129",162
"130",163
"131",166
"132",167
"133",168
"134",170
"135",171
"136",172
"137",173
"138",174
"139",175
"140",177
"141",178
"142",180
"143",181
"144",182
"145",183
"146",184
"147",185
"148",186
"149",187
"150",188
"151",189
"152",190
"153",191
"154",192
"155",193
"156",195
"157",196
"158",197
"159",198
"160",199
