"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",7
"7",8
"8",9
"9",10
"10",11
"11",13
"12",14
"13",15
"14",17
"15",18
"16",21
"17",22
"18",23
"19",24
"20",25
"21",26
"22",27
"23",28
"24",29
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",37
"32",40
"33",41
"34",42
"35",43
"36",45
"37",46
"38",47
"39",48
"40",50
"41",51
"42",52
"43",53
"44",54
"45",55
"46",56
"47",57
"48",58
"49",60
"50",62
"51",63
"52",64
"53",65
"54",66
"55",67
"56",68
"57",69
"58",70
"59",71
"60",72
"61",74
"62",77
"63",81
"64",82
"65",83
"66",85
"67",86
"68",88
"69",90
"70",91
"71",92
"72",93
"73",94
"74",96
"75",97
"76",98
"77",99
"78",100
"79",101
"80",102
"81",104
"82",105
"83",106
"84",107
"85",108
"86",109
"87",111
"88",112
"89",113
"90",114
"91",115
"92",116
"93",118
"94",119
"95",120
"96",121
"97",123
"98",124
"99",125
"100",126
"101",127
"102",128
"103",129
"104",130
"105",131
"106",133
"107",134
"108",135
"109",136
"110",137
"111",138
"112",139
"113",140
"114",142
"115",144
"116",145
"117",146
"118",147
"119",148
"120",149
"121",150
"122",151
"123",152
"124",155
"125",156
"126",158
"127",159
"128",161
"129",163
"130",164
"131",165
"132",166
"133",167
"134",168
"135",169
"136",170
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",183
"148",184
"149",185
"150",186
"151",188
"152",190
"153",191
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",198
