"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",8
"9",9
"10",10
"11",11
"12",12
"13",14
"14",16
"15",18
"16",19
"17",22
"18",23
"19",24
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",36
"30",37
"31",38
"32",39
"33",40
"34",41
"35",42
"36",43
"37",45
"38",47
"39",48
"40",49
"41",50
"42",51
"43",52
"44",53
"45",54
"46",55
"47",56
"48",57
"49",58
"50",59
"51",60
"52",61
"53",62
"54",63
"55",65
"56",67
"57",68
"58",69
"59",70
"60",71
"61",72
"62",73
"63",74
"64",75
"65",79
"66",80
"67",82
"68",83
"69",84
"70",85
"71",86
"72",87
"73",88
"74",89
"75",91
"76",92
"77",93
"78",94
"79",96
"80",97
"81",98
"82",99
"83",100
"84",101
"85",103
"86",104
"87",107
"88",109
"89",110
"90",111
"91",113
"92",115
"93",117
"94",118
"95",119
"96",120
"97",121
"98",122
"99",123
"100",124
"101",127
"102",128
"103",129
"104",130
"105",131
"106",132
"107",133
"108",134
"109",135
"110",137
"111",138
"112",140
"113",141
"114",142
"115",143
"116",144
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",152
"125",155
"126",156
"127",158
"128",159
"129",160
"130",161
"131",162
"132",163
"133",165
"134",166
"135",167
"136",169
"137",171
"138",172
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",180
"146",181
"147",183
"148",184
"149",185
"150",186
"151",188
"152",190
"153",191
"154",192
"155",193
"156",195
"157",196
"158",197
"159",198
"160",199
