"","Resample1"
"1",2
"2",3
"3",4
"4",5
"5",6
"6",7
"7",8
"8",9
"9",11
"10",14
"11",15
"12",16
"13",17
"14",18
"15",19
"16",20
"17",21
"18",22
"19",23
"20",26
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",34
"28",35
"29",38
"30",39
"31",41
"32",42
"33",43
"34",44
"35",45
"36",47
"37",49
"38",50
"39",52
"40",53
"41",55
"42",57
"43",58
"44",59
"45",60
"46",61
"47",62
"48",64
"49",65
"50",66
"51",67
"52",68
"53",69
"54",71
"55",72
"56",73
"57",74
"58",75
"59",77
"60",78
"61",79
"62",80
"63",81
"64",82
"65",83
"66",84
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",99
"81",100
"82",101
"83",102
"84",103
"85",104
"86",106
"87",107
"88",109
"89",111
"90",112
"91",113
"92",114
"93",116
"94",117
"95",119
"96",120
"97",121
"98",122
"99",125
"100",126
"101",127
"102",129
"103",130
"104",132
"105",133
"106",134
"107",135
"108",136
"109",137
"110",138
"111",139
"112",140
"113",141
"114",142
"115",143
"116",145
"117",146
"118",147
"119",148
"120",151
"121",152
"122",153
"123",155
"124",156
"125",157
"126",158
"127",159
"128",161
"129",163
"130",165
"131",166
"132",168
"133",169
"134",170
"135",171
"136",173
"137",174
"138",175
"139",176
"140",177
"141",178
"142",179
"143",180
"144",181
"145",182
"146",183
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",192
"155",193
"156",194
"157",195
"158",196
"159",197
"160",199
