"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",5
"6",6
"7",7
"8",9
"9",11
"10",12
"11",13
"12",14
"13",15
"14",16
"15",17
"16",18
"17",19
"18",22
"19",23
"20",25
"21",26
"22",27
"23",28
"24",30
"25",31
"26",35
"27",36
"28",37
"29",39
"30",40
"31",41
"32",42
"33",43
"34",45
"35",46
"36",48
"37",50
"38",51
"39",52
"40",53
"41",54
"42",55
"43",56
"44",57
"45",58
"46",59
"47",60
"48",61
"49",63
"50",64
"51",66
"52",67
"53",68
"54",69
"55",70
"56",73
"57",74
"58",75
"59",76
"60",77
"61",78
"62",79
"63",80
"64",81
"65",82
"66",83
"67",85
"68",86
"69",87
"70",88
"71",89
"72",90
"73",91
"74",92
"75",93
"76",94
"77",95
"78",96
"79",97
"80",98
"81",100
"82",102
"83",103
"84",105
"85",106
"86",107
"87",108
"88",113
"89",114
"90",115
"91",116
"92",117
"93",119
"94",121
"95",122
"96",123
"97",125
"98",126
"99",127
"100",128
"101",129
"102",131
"103",132
"104",133
"105",134
"106",135
"107",136
"108",137
"109",138
"110",140
"111",141
"112",142
"113",143
"114",144
"115",145
"116",146
"117",147
"118",149
"119",150
"120",151
"121",153
"122",154
"123",155
"124",156
"125",157
"126",158
"127",159
"128",162
"129",163
"130",164
"131",166
"132",167
"133",168
"134",169
"135",170
"136",171
"137",172
"138",173
"139",174
"140",175
"141",176
"142",177
"143",178
"144",179
"145",180
"146",182
"147",183
"148",184
"149",187
"150",188
"151",189
"152",190
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
