"","Resample1"
"1",1
"2",2
"3",3
"4",5
"5",6
"6",7
"7",8
"8",9
"9",10
"10",14
"11",16
"12",17
"13",18
"14",19
"15",20
"16",21
"17",22
"18",23
"19",24
"20",26
"21",27
"22",28
"23",29
"24",30
"25",31
"26",32
"27",33
"28",34
"29",35
"30",36
"31",38
"32",39
"33",41
"34",42
"35",43
"36",45
"37",46
"38",48
"39",49
"40",50
"41",51
"42",52
"43",54
"44",55
"45",57
"46",58
"47",59
"48",61
"49",62
"50",63
"51",64
"52",66
"53",67
"54",69
"55",70
"56",71
"57",73
"58",74
"59",75
"60",76
"61",77
"62",78
"63",79
"64",80
"65",82
"66",83
"67",84
"68",85
"69",87
"70",88
"71",90
"72",91
"73",92
"74",93
"75",95
"76",96
"77",97
"78",98
"79",99
"80",100
"81",101
"82",102
"83",103
"84",105
"85",106
"86",107
"87",108
"88",109
"89",110
"90",111
"91",115
"92",116
"93",118
"94",120
"95",123
"96",125
"97",126
"98",127
"99",128
"100",129
"101",130
"102",131
"103",134
"104",135
"105",136
"106",139
"107",140
"108",141
"109",143
"110",144
"111",145
"112",146
"113",147
"114",148
"115",149
"116",150
"117",151
"118",152
"119",153
"120",154
"121",155
"122",156
"123",157
"124",158
"125",160
"126",161
"127",162
"128",163
"129",164
"130",165
"131",166
"132",167
"133",169
"134",170
"135",171
"136",172
"137",174
"138",175
"139",176
"140",179
"141",180
"142",181
"143",182
"144",183
"145",184
"146",185
"147",186
"148",187
"149",188
"150",189
"151",190
"152",191
"153",192
"154",193
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
