"","Resample1"
"1",1
"2",3
"3",4
"4",5
"5",7
"6",9
"7",10
"8",11
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",20
"18",22
"19",23
"20",24
"21",26
"22",27
"23",28
"24",29
"25",31
"26",33
"27",34
"28",36
"29",38
"30",39
"31",40
"32",42
"33",43
"34",44
"35",45
"36",47
"37",49
"38",50
"39",51
"40",52
"41",53
"42",54
"43",55
"44",57
"45",58
"46",59
"47",60
"48",61
"49",63
"50",64
"51",65
"52",68
"53",69
"54",70
"55",72
"56",73
"57",75
"58",76
"59",77
"60",78
"61",79
"62",80
"63",81
"64",83
"65",84
"66",85
"67",86
"68",87
"69",88
"70",90
"71",91
"72",92
"73",93
"74",94
"75",95
"76",97
"77",98
"78",99
"79",100
"80",101
"81",103
"82",104
"83",105
"84",106
"85",107
"86",108
"87",109
"88",110
"89",111
"90",112
"91",113
"92",114
"93",115
"94",116
"95",117
"96",118
"97",120
"98",122
"99",123
"100",124
"101",125
"102",126
"103",127
"104",128
"105",129
"106",131
"107",132
"108",133
"109",135
"110",136
"111",137
"112",138
"113",139
"114",141
"115",142
"116",143
"117",145
"118",146
"119",147
"120",148
"121",149
"122",150
"123",151
"124",152
"125",153
"126",154
"127",156
"128",157
"129",158
"130",159
"131",160
"132",162
"133",164
"134",165
"135",166
"136",168
"137",171
"138",172
"139",173
"140",174
"141",175
"142",176
"143",177
"144",178
"145",179
"146",180
"147",181
"148",182
"149",183
"150",184
"151",185
"152",188
"153",191
"154",192
"155",194
"156",195
"157",196
"158",197
"159",198
"160",199
