"","Resample1"
"1",1
"2",2
"3",3
"4",4
"5",6
"6",8
"7",9
"8",10
"9",12
"10",13
"11",14
"12",15
"13",16
"14",17
"15",18
"16",19
"17",21
"18",24
"19",25
"20",26
"21",27
"22",28
"23",29
"24",30
"25",32
"26",33
"27",35
"28",36
"29",39
"30",40
"31",41
"32",42
"33",43
"34",45
"35",46
"36",47
"37",48
"38",49
"39",50
"40",52
"41",53
"42",54
"43",55
"44",56
"45",57
"46",59
"47",60
"48",61
"49",63
"50",64
"51",65
"52",66
"53",69
"54",71
"55",72
"56",75
"57",78
"58",79
"59",80
"60",81
"61",82
"62",84
"63",85
"64",86
"65",87
"66",88
"67",89
"68",90
"69",91
"70",92
"71",93
"72",94
"73",95
"74",96
"75",97
"76",98
"77",101
"78",102
"79",103
"80",104
"81",105
"82",106
"83",107
"84",108
"85",109
"86",110
"87",111
"88",112
"89",113
"90",114
"91",115
"92",117
"93",118
"94",119
"95",120
"96",121
"97",122
"98",124
"99",125
"100",127
"101",129
"102",131
"103",132
"104",133
"105",134
"106",135
"107",136
"108",137
"109",139
"110",140
"111",141
"112",143
"113",144
"114",145
"115",146
"116",147
"117",148
"118",149
"119",150
"120",151
"121",152
"122",153
"123",155
"124",156
"125",157
"126",158
"127",159
"128",160
"129",161
"130",162
"131",163
"132",164
"133",165
"134",166
"135",167
"136",168
"137",170
"138",171
"139",172
"140",173
"141",174
"142",176
"143",177
"144",178
"145",180
"146",183
"147",184
"148",185
"149",186
"150",187
"151",188
"152",189
"153",190
"154",191
"155",192
"156",194
"157",195
"158",196
"159",197
"160",199
